,금융기관별,구별,동별,2018 년,2019 년,2020 년,2021 년,2022 년
1144,IBK기업은행,영등포구,당산2동,1.0,1.0,1.0,0.0,0.0
1145,IBK기업은행,영등포구,양평1동,1.0,1.0,1.0,1.0,1.0
1146,IBK기업은행,영등포구,양평2동,0.0,0.0,0.0,1.0,1.0
1147,IBK기업은행,영등포구,신길1동,1.0,1.0,1.0,1.0,1.0
1148,IBK기업은행,영등포구,대림3동,1.0,1.0,1.0,1.0,1.0
1149,IBK기업은행,영등포구,영등포동,2.0,2.0,2.0,2.0,2.0
1150,IBK기업은행,영등포구,도림동,1.0,0.0,0.0,0.0,0.0
1151,IBK기업은행,영등포구,문래동,3.0,3.0,3.0,3.0,3.0
1152,IBK기업은행,동작구,사당1동,1.0,1.0,1.0,1.0,1.0
1153,IBK기업은행,동작구,신대방2동,1.0,1.0,1.0,1.0,1.0
1154,IBK기업은행,동작구,노량진1동,1.0,1.0,1.0,1.0,1.0
1155,IBK기업은행,관악구,인헌동,1.0,1.0,1.0,1.0,0.0
1156,IBK기업은행,관악구,서원동,1.0,0.0,0.0,0.0,0.0
1157,IBK기업은행,관악구,신사동,1.0,1.0,1.0,1.0,1.0
1158,IBK기업은행,관악구,청룡동,1.0,1.0,1.0,1.0,1.0
1159,IBK기업은행,관악구,미성동,1.0,1.0,1.0,1.0,1.0
1160,IBK기업은행,서초구,서초1동,1.0,1.0,1.0,1.0,1.0
1161,IBK기업은행,서초구,서초2동,2.0,2.0,2.0,2.0,1.0
1162,IBK기업은행,서초구,서초3동,3.0,3.0,3.0,3.0,3.0
1163,IBK기업은행,서초구,서초4동,1.0,1.0,1.0,1.0,1.0
1164,IBK기업은행,서초구,반포1동,2.0,2.0,2.0,2.0,2.0
1165,IBK기업은행,서초구,반포3동,1.0,1.0,1.0,1.0,1.0
1166,IBK기업은행,서초구,방배본동,1.0,1.0,1.0,1.0,1.0
1167,IBK기업은행,서초구,방배3동,1.0,1.0,1.0,1.0,1.0
1168,IBK기업은행,서초구,방배4동,1.0,1.0,1.0,1.0,1.0
1169,IBK기업은행,서초구,양재1동,1.0,1.0,1.0,1.0,1.0
1170,IBK기업은행,서초구,양재2동,1.0,1.0,1.0,1.0,1.0
1171,IBK기업은행,강남구,신사동,1.0,1.0,1.0,1.0,1.0
1172,IBK기업은행,강남구,논현1동,3.0,3.0,3.0,3.0,3.0
1173,IBK기업은행,강남구,논현2동,1.0,1.0,1.0,1.0,1.0
1174,IBK기업은행,강남구,삼성1동,3.0,2.0,2.0,2.0,2.0
1175,IBK기업은행,강남구,삼성2동,1.0,1.0,1.0,1.0,1.0
1176,IBK기업은행,강남구,대치1동,1.0,1.0,1.0,1.0,1.0
1177,IBK기업은행,강남구,대치4동,2.0,2.0,2.0,2.0,2.0
1178,IBK기업은행,강남구,역삼1동,4.0,5.0,5.0,4.0,5.0
1179,IBK기업은행,강남구,역삼2동,2.0,2.0,2.0,3.0,2.0
1180,IBK기업은행,강남구,도곡1동,1.0,1.0,1.0,1.0,1.0
1181,IBK기업은행,강남구,도곡2동,2.0,2.0,2.0,2.0,2.0
1182,IBK기업은행,강남구,압구정동,2.0,2.0,2.0,2.0,2.0
1183,IBK기업은행,강남구,청담동,2.0,2.0,2.0,2.0,2.0
1184,IBK기업은행,송파구,방이2동,1.0,1.0,1.0,1.0,1.0
1185,IBK기업은행,송파구,오금동,1.0,1.0,1.0,1.0,1.0
1186,IBK기업은행,송파구,송파1동,1.0,1.0,1.0,1.0,1.0
1187,IBK기업은행,송파구,석촌동,0.0,0.0,0.0,1.0,1.0
1188,IBK기업은행,송파구,삼전동,1.0,1.0,1.0,0.0,0.0
1189,IBK기업은행,송파구,가락본동,1.0,1.0,1.0,1.0,1.0
1190,IBK기업은행,송파구,문정2동,1.0,1.0,1.0,1.0,1.0
1191,IBK기업은행,송파구,잠실2동,1.0,1.0,1.0,1.0,1.0
1192,IBK기업은행,강동구,강일동,1.0,1.0,1.0,0.0,0.0
1193,IBK기업은행,강동구,천호3동,1.0,1.0,1.0,1.0,1.0
1194,IBK기업은행,강동구,성내1동,1.0,1.0,1.0,1.0,1.0
1195,IBK기업은행,강동구,성내3동,1.0,1.0,1.0,1.0,1.0
1196,IBK기업은행,강동구,암사1동,1.0,0.0,0.0,0.0,0.0
1197,IBK기업은행,강동구,길동,1.0,1.0,1.0,1.0,1.0
1198,IBK기업은행,강동구,강일동,0.0,0.0,0.0,1.0,0.0
1199,NH농협은행,종로구,사직동,5.0,5.0,5.0,5.0,5.0
1200,NH농협은행,종로구,삼청동,1.0,1.0,1.0,1.0,1.0
1201,NH농협은행,종로구,종로1.2.3.4가동,5.0,5.0,5.0,5.0,5.0
1202,NH농협은행,종로구,이화동,1.0,1.0,1.0,1.0,1.0
1203,NH농협은행,종로구,숭인2동,1.0,1.0,1.0,1.0,1.0
1204,NH농협은행,종로구,청운효자동,1.0,1.0,1.0,1.0,0.0
1205,NH농협은행,중구,소공동,3.0,3.0,3.0,3.0,3.0
1206,NH농협은행,중구,회현동,3.0,3.0,3.0,3.0,3.0
1207,NH농협은행,중구,명동,3.0,3.0,3.0,3.0,3.0
1208,NH농협은행,중구,필동,1.0,1.0,1.0,1.0,1.0
1209,NH농협은행,중구,광희동,1.0,1.0,1.0,1.0,1.0
1210,NH농협은행,중구,을지로동,1.0,1.0,1.0,1.0,1.0
1211,NH농협은행,중구,신당5동,1.0,1.0,1.0,1.0,1.0
1212,NH농협은행,중구,황학동,1.0,1.0,1.0,1.0,1.0
1213,NH농협은행,용산구,남영동,1.0,1.0,1.0,1.0,2.0
1214,NH농협은행,용산구,이태원2동,1.0,1.0,1.0,1.0,1.0
1215,NH농협은행,용산구,보광동,1.0,1.0,1.0,1.0,1.0
1216,NH농협은행,용산구,원효로1동,1.0,1.0,1.0,1.0,1.0
1217,NH농협은행,용산구,한강로동,3.0,3.0,3.0,3.0,3.0
1218,NH농협은행,용산구,한남동,1.0,1.0,1.0,1.0,1.0
1219,NH농협은행,성동구,행당1동,1.0,1.0,1.0,0.0,0.0
1220,NH농협은행,성동구,성수2가1동,1.0,1.0,1.0,1.0,1.0
1221,NH농협은행,성동구,성수2가3동,1.0,1.0,2.0,2.0,2.0
1222,NH농협은행,성동구,왕십리도선동,0.0,0.0,0.0,1.0,1.0
1223,NH농협은행,성동구,금호2.3가동,1.0,1.0,1.0,1.0,1.0
1224,NH농협은행,광진구,화양동,1.0,1.0,0.0,0.0,0.0
1225,NH농협은행,광진구,구의1동,1.0,1.0,1.0,1.0,1.0
1226,NH농협은행,동대문구,청량리동,1.0,1.0,1.0,1.0,1.0
1227,NH농협은행,동대문구,용신동,1.0,1.0,1.0,1.0,1.0
1228,NH농협은행,동대문구,제기동,1.0,1.0,1.0,1.0,1.0
1229,NH농협은행,동대문구,전농2동,1.0,1.0,1.0,1.0,1.0
1230,NH농협은행,동대문구,장안1동,1.0,1.0,1.0,1.0,1.0
1231,NH농협은행,중랑구,중화2동,1.0,1.0,1.0,1.0,1.0
1232,NH농협은행,중랑구,면목본동,1.0,1.0,1.0,1.0,1.0
1233,NH농협은행,성북구,보문동,1.0,1.0,1.0,1.0,1.0
1234,NH농협은행,성북구,정릉4동,1.0,1.0,1.0,1.0,1.0
1235,NH농협은행,성북구,길음1동,1.0,1.0,1.0,1.0,1.0
1236,NH농협은행,성북구,월곡2동,1.0,1.0,1.0,1.0,1.0
1237,NH농협은행,성북구,성북동,1.0,1.0,1.0,0.0,0.0
1238,NH농협은행,성북구,삼선동,0.0,0.0,0.0,1.0,1.0
1239,NH농협은행,강북구,수유1동,1.0,1.0,1.0,1.0,1.0
1240,NH농협은행,강북구,수유3동,1.0,1.0,1.0,1.0,1.0
1241,NH농협은행,강북구,송천동,1.0,1.0,1.0,1.0,0.0
1242,NH농협은행,강북구,삼각산동,0.0,0.0,0.0,0.0,1.0
1243,NH농협은행,도봉구,쌍문3동,1.0,1.0,1.0,0.0,0.0
1244,NH농협은행,도봉구,방학1동,1.0,1.0,1.0,1.0,1.0
1245,NH농협은행,도봉구,창4동,1.0,1.0,1.0,1.0,1.0
1246,NH농협은행,도봉구,도봉2동,1.0,1.0,1.0,1.0,1.0
1247,NH농협은행,노원구,공릉2동,1.0,1.0,1.0,1.0,1.0
1248,NH농협은행,노원구,상계5동,1.0,1.0,1.0,1.0,1.0
1249,NH농협은행,노원구,상계8동,1.0,1.0,1.0,1.0,1.0
1250,NH농협은행,노원구,상계6.7동,2.0,2.0,2.0,2.0,2.0
1251,NH농협은행,노원구,공릉1동,1.0,1.0,1.0,1.0,1.0
1252,NH농협은행,은평구,불광1동,1.0,1.0,1.0,1.0,1.0
1253,NH농협은행,은평구,응암1동,1.0,1.0,1.0,1.0,1.0
1254,NH농협은행,은평구,진관동,1.0,1.0,1.0,1.0,1.0
1255,NH농협은행,은평구,불광2동,1.0,1.0,1.0,1.0,1.0
1256,NH농협은행,서대문구,남가좌1동,1.0,1.0,1.0,1.0,1.0
1257,NH농협은행,서대문구,충현동,2.0,2.0,2.0,2.0,2.0
1258,NH농협은행,서대문구,신촌동,2.0,2.0,2.0,2.0,2.0
1259,NH농협은행,마포구,용강동,1.0,1.0,1.0,1.0,1.0
1260,NH농협은행,마포구,서교동,1.0,1.0,1.0,2.0,2.0
1261,NH농협은행,마포구,합정동,1.0,1.0,1.0,0.0,0.0
1262,NH농협은행,마포구,도화동,1.0,1.0,1.0,0.0,0.0
1263,NH농협은행,마포구,공덕동,1.0,0.0,0.0,0.0,0.0
1264,NH농협은행,마포구,아현동,1.0,1.0,1.0,1.0,1.0
1265,NH농협은행,양천구,목1동,1.0,1.0,1.0,1.0,1.0
1266,NH농협은행,양천구,목4동,1.0,1.0,1.0,1.0,1.0
1267,NH농협은행,양천구,신월1동,1.0,1.0,1.0,1.0,1.0
1268,NH농협은행,양천구,신월6동,1.0,1.0,1.0,1.0,1.0
1269,NH농협은행,양천구,신정4동,1.0,1.0,1.0,1.0,1.0
1270,NH농협은행,강서구,등촌1동,1.0,1.0,1.0,1.0,1.0
1271,NH농협은행,강서구,등촌3동,1.0,1.0,1.0,1.0,1.0
1272,NH농협은행,강서구,화곡4동,1.0,1.0,1.0,1.0,0.0
1273,NH농협은행,강서구,가양1동,1.0,1.0,1.0,2.0,2.0
1274,NH농협은행,강서구,가양2동,1.0,1.0,1.0,1.0,1.0
1275,NH농협은행,강서구,공항동,1.0,1.0,1.0,1.0,1.0
1276,NH농협은행,구로구,구로3동,1.0,1.0,1.0,1.0,1.0
1277,NH농협은행,구로구,구로4동,1.0,1.0,1.0,1.0,1.0
1278,NH농협은행,금천구,가산동,1.0,1.0,1.0,1.0,1.0
1279,NH농협은행,금천구,독산1동,1.0,1.0,1.0,1.0,1.0
1280,NH농협은행,금천구,독산2동,1.0,1.0,1.0,1.0,0.0
1281,NH농협은행,금천구,시흥1동,1.0,1.0,1.0,1.0,1.0
1282,NH농협은행,영등포구,여의동,8.0,8.0,8.0,8.0,8.0
1283,NH농협은행,영등포구,신길3동,1.0,1.0,1.0,1.0,1.0
1284,NH농협은행,영등포구,영등포동,2.0,2.0,2.0,2.0,2.0
1285,NH농협은행,동작구,상도4동,1.0,1.0,1.0,1.0,1.0
1286,NH농협은행,동작구,사당1동,1.0,1.0,1.0,1.0,1.0
1287,NH농협은행,동작구,신대방2동,1.0,1.0,1.0,1.0,1.0
1288,NH농협은행,동작구,흑석동,1.0,1.0,1.0,1.0,1.0
1289,NH농협은행,동작구,노량진1동,1.0,1.0,0.0,0.0,0.0
1290,NH농협은행,관악구,중앙동,1.0,1.0,1.0,1.0,1.0
1291,NH농협은행,관악구,대학동,1.0,1.0,1.0,1.0,1.0
1292,NH농협은행,관악구,미성동,1.0,0.0,0.0,0.0,0.0
1293,NH농협은행,서초구,서초1동,1.0,1.0,1.0,1.0,1.0
1294,NH농협은행,서초구,서초2동,1.0,1.0,1.0,1.0,1.0
1295,NH농협은행,서초구,서초3동,2.0,2.0,2.0,2.0,2.0
1296,NH농협은행,서초구,반포1동,1.0,1.0,1.0,1.0,1.0
1297,NH농협은행,서초구,방배본동,0.0,0.0,0.0,0.0,1.0
1298,NH농협은행,서초구,방배4동,2.0,2.0,2.0,2.0,1.0
1299,NH농협은행,서초구,양재2동,3.0,3.0,3.0,3.0,3.0
1300,NH농협은행,강남구,신사동,1.0,1.0,1.0,1.0,1.0
1301,NH농협은행,강남구,논현1동,2.0,2.0,2.0,2.0,2.0
1302,NH농협은행,강남구,논현2동,1.0,1.0,1.0,0.0,0.0
1303,NH농협은행,강남구,삼성1동,2.0,2.0,2.0,2.0,2.0
1304,NH농협은행,강남구,대치1동,2.0,2.0,2.0,1.0,1.0
1305,NH농협은행,강남구,대치4동,1.0,1.0,1.0,1.0,1.0
1306,NH농협은행,강남구,역삼1동,5.0,5.0,5.0,5.0,5.0
1307,NH농협은행,강남구,역삼2동,1.0,1.0,0.0,0.0,0.0
1308,NH농협은행,강남구,도곡1동,2.0,2.0,2.0,2.0,2.0
1309,NH농협은행,강남구,도곡2동,0.0,0.0,0.0,1.0,1.0
1310,NH농협은행,강남구,개포4동,1.0,1.0,1.0,1.0,1.0
1311,NH농협은행,강남구,일원1동,1.0,1.0,1.0,1.0,1.0
1312,NH농협은행,강남구,세곡동,1.0,1.0,1.0,1.0,1.0
1313,NH농협은행,강남구,압구정동,1.0,1.0,1.0,1.0,1.0
1314,NH농협은행,강남구,청담동,2.0,2.0,2.0,2.0,2.0
1315,NH농협은행,강남구,대치2동,1.0,2.0,2.0,2.0,2.0
1316,NH농협은행,송파구,거여2동,1.0,1.0,1.0,1.0,1.0
1317,NH농협은행,송파구,송파1동,1.0,1.0,1.0,1.0,1.0
1318,NH농협은행,송파구,가락본동,2.0,2.0,2.0,2.0,2.0
1319,NH농협은행,송파구,가락1동,2.0,2.0,2.0,2.0,2.0
1320,NH농협은행,송파구,가락2동,1.0,1.0,1.0,1.0,1.0
1321,NH농협은행,송파구,잠실본동,1.0,1.0,1.0,1.0,1.0
1322,NH농협은행,송파구,잠실6동,1.0,1.0,1.0,1.0,1.0
1323,NH농협은행,송파구,잠실2동,1.0,1.0,1.0,1.0,1.0
1324,NH농협은행,송파구,장지동,1.0,1.0,1.0,1.0,1.0
1325,NH농협은행,송파구,위례동,1.0,1.0,1.0,1.0,1.0
1326,NH농협은행,강동구,명일2동,1.0,1.0,1.0,1.0,1.0
1327,NH농협은행,강동구,성내1동,1.0,1.0,1.0,1.0,1.0
1328,NH농협은행,강동구,천호2동,1.0,1.0,1.0,1.0,1.0
1329,NH농협은행,강동구,길동,1.0,1.0,1.0,1.0,1.0
1330,수협은행,종로구,종로5.6가동,1.0,1.0,1.0,1.0,1.0
1331,수협은행,중구,명동,3.0,3.0,3.0,3.0,2.0
1332,수협은행,중구,광희동,1.0,1.0,1.0,1.0,1.0
1333,수협은행,중구,신당동,2.0,2.0,2.0,2.0,2.0
1334,수협은행,용산구,한강로동,1.0,1.0,1.0,1.0,1.0
1335,수협은행,성동구,성수1가2동,1.0,1.0,1.0,1.0,1.0
1336,수협은행,동대문구,용신동,1.0,1.0,1.0,1.0,1.0
1337,수협은행,동대문구,제기동,1.0,1.0,0.0,0.0,0.0
1338,수협은행,동대문구,장안1동,1.0,1.0,1.0,1.0,1.0
1339,수협은행,중랑구,면목2동,1.0,0.0,0.0,0.0,0.0
1340,수협은행,중랑구,상봉2동,0.0,1.0,1.0,1.0,1.0
1341,수협은행,중랑구,묵2동,1.0,1.0,1.0,1.0,1.0
1342,수협은행,성북구,성북동,1.0,1.0,1.0,1.0,1.0
1343,수협은행,강북구,수유3동,1.0,1.0,1.0,1.0,1.0
1344,수협은행,강북구,미아동,1.0,1.0,1.0,1.0,1.0
1345,수협은행,도봉구,쌍문3동,1.0,1.0,1.0,1.0,1.0
1346,수협은행,노원구,공릉1동,1.0,1.0,1.0,1.0,1.0
1347,수협은행,은평구,녹번동,1.0,1.0,1.0,1.0,1.0
1348,수협은행,은평구,응암3동,1.0,1.0,1.0,1.0,1.0
1349,수협은행,마포구,용강동,1.0,1.0,1.0,1.0,1.0
1350,수협은행,마포구,서교동,1.0,1.0,1.0,1.0,1.0
1351,수협은행,마포구,연남동,1.0,1.0,1.0,1.0,1.0
1352,수협은행,마포구,공덕동,1.0,1.0,1.0,1.0,1.0
1353,수협은행,양천구,신정4동,1.0,1.0,1.0,1.0,1.0
1354,수협은행,강서구,발산1동,1.0,2.0,2.0,2.0,2.0
1355,수협은행,강서구,방화2동,1.0,0.0,0.0,0.0,0.0
1356,수협은행,강서구,우장산동,1.0,1.0,1.0,1.0,1.0
1357,수협은행,금천구,가산동,1.0,1.0,1.0,1.0,1.0
1358,수협은행,금천구,독산1동,0.0,1.0,1.0,1.0,1.0
1359,수협은행,금천구,시흥1동,1.0,0.0,0.0,0.0,0.0
1360,수협은행,영등포구,여의동,2.0,2.0,2.0,2.0,2.0
1361,수협은행,영등포구,당산2동,0.0,0.0,0.0,0.0,1.0
1362,수협은행,영등포구,양평2동,1.0,1.0,1.0,1.0,0.0
1363,수협은행,영등포구,대림3동,1.0,1.0,1.0,1.0,1.0
1364,수협은행,영등포구,영등포동,1.0,1.0,1.0,1.0,1.0
1365,수협은행,동작구,노량진2동,1.0,1.0,1.0,1.0,1.0
1366,수협은행,동작구,사당1동,1.0,1.0,1.0,1.0,1.0
1367,수협은행,관악구,청룡동,1.0,1.0,1.0,1.0,1.0
1368,수협은행,서초구,서초2동,2.0,2.0,2.0,2.0,2.0
1369,수협은행,서초구,서초4동,1.0,1.0,1.0,1.0,1.0
1370,수협은행,서초구,양재1동,1.0,1.0,1.0,1.0,1.0
1371,수협은행,강남구,신사동,1.0,1.0,1.0,1.0,1.0
1372,수협은행,강남구,논현1동,1.0,1.0,1.0,1.0,1.0
1373,수협은행,강남구,논현2동,1.0,1.0,1.0,1.0,1.0
1374,수협은행,강남구,삼성2동,1.0,0.0,0.0,0.0,0.0
1375,수협은행,강남구,대치4동,1.0,1.0,1.0,1.0,1.0
1376,수협은행,강남구,역삼1동,4.0,4.0,4.0,4.0,4.0
1377,수협은행,강남구,일원본동,0.0,1.0,1.0,1.0,1.0
1378,수협은행,송파구,오륜동,1.0,1.0,1.0,0.0,0.0
1379,수협은행,송파구,오금동,1.0,1.0,1.0,1.0,1.0
1380,수협은행,송파구,석촌동,1.0,1.0,1.0,1.0,1.0
1381,수협은행,송파구,가락1동,2.0,2.0,2.0,2.0,2.0
1382,수협은행,송파구,잠실6동,1.0,1.0,1.0,1.0,1.0
1383,수협은행,강동구,암사1동,1.0,1.0,1.0,1.0,1.0
1384,수협은행,강동구,길동,1.0,1.0,1.0,1.0,1.0
1385,KDB산업은행,종로구,사직동,1.0,0.0,0.0,0.0,0.0
1386,KDB산업은행,종로구,종로1.2.3.4가동,1.0,1.0,1.0,1.0,1.0
1387,KDB산업은행,중구,소공동,1.0,1.0,1.0,1.0,1.0
1388,KDB산업은행,중구,신당동,1.0,1.0,0.0,0.0,0.0
1389,KDB산업은행,성동구,성수2가3동,1.0,1.0,1.0,1.0,1.0
1390,KDB산업은행,노원구,상계6.7동,1.0,1.0,1.0,1.0,1.0
1391,KDB산업은행,마포구,서교동,1.0,1.0,1.0,1.0,1.0
1392,KDB산업은행,양천구,신정4동,1.0,1.0,1.0,1.0,0.0
1393,KDB산업은행,강서구,발산1동,0.0,1.0,1.0,1.0,1.0
1394,KDB산업은행,금천구,가산동,1.0,1.0,1.0,1.0,1.0
1395,KDB산업은행,금천구,독산3동,1.0,1.0,1.0,1.0,1.0
1396,KDB산업은행,영등포구,여의동,2.0,2.0,2.0,2.0,2.0
1397,KDB산업은행,서초구,서초2동,1.0,1.0,1.0,1.0,1.0
1398,KDB산업은행,서초구,잠원동,1.0,1.0,1.0,1.0,1.0
1399,KDB산업은행,서초구,반포2동,1.0,1.0,1.0,1.0,1.0
1400,KDB산업은행,강남구,삼성1동,1.0,1.0,1.0,1.0,0.0
1401,KDB산업은행,강남구,대치1동,2.0,1.0,1.0,1.0,1.0
1402,KDB산업은행,강남구,도곡2동,1.0,1.0,1.0,1.0,1.0
1403,KDB산업은행,강남구,압구정동,1.0,1.0,1.0,1.0,1.0
1404,KDB산업은행,강남구,대치2동,0.0,0.0,0.0,0.0,1.0
1405,KDB산업은행,송파구,잠실본동,0.0,0.0,1.0,0.0,0.0
1406,KDB산업은행,송파구,잠실6동,1.0,1.0,0.0,1.0,1.0
1407,한국수출입은행,영등포구,여의동,1.0,1.0,1.0,1.0,1.0
1408,한국수출입은행,서초구,서초1동,1.0,1.0,1.0,1.0,1.0
1409,외국은행,종로구,사직동,1.0,1.0,1.0,1.0,1.0
1410,외국은행,종로구,종로1.2.3.4가동,10.0,10.0,10.0,9.0,9.0
1411,외국은행,중구,소공동,7.0,5.0,5.0,5.0,4.0
1412,외국은행,중구,회현동,2.0,2.0,2.0,2.0,3.0
1413,외국은행,중구,명동,14.0,14.0,14.0,14.0,14.0
1414,외국은행,광진구,화양동,0.0,0.0,0.0,0.0,1.0
1415,외국은행,영등포구,여의동,2.0,2.0,2.0,2.0,2.0
1416,외국은행,영등포구,대림2동,0.0,0.0,0.0,0.0,1.0
1417,외국은행,영등포구,대림3동,0.0,0.0,0.0,0.0,1.0
1418,외국은행,강남구,대치4동,1.0,1.0,1.0,1.0,1.0
